x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
105.25136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.46898,652.59489,942.22203,1170.86057,1265.96687,1232.02423,1168.64435,1075.33311,600.65835
105.28779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.66784,384.53542,695.0273,858.44144,1002.92572,1061.56301,1078.16401,929.70659,547.04142
114.80427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.33039,592.65608,1082.03524,1250.71829,1313.81295,1326.67702,1343.14526,1241.42567,737.36245
159.08115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.07839,554.91248,1014.29771,1276.69805,1295.47806,1289.63822,1252.08644,1141.63172,760.1468
115.29714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67022,172.98514,433.31339,760.03853,965.79742,1027.70148,895.44146,888.15073,482.55976
101.32765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.84947,597.66448,1026.9186,1160.09437,1222.74199,1236.32371,1239.36064,1175.56047,795.63558
170.41149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.66117,485.7163,844.65469,885.1965,1014.81025,925.10948,851.55286,833.22309,486.58456
133.89516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65687,79.25296,189.47575,402.4761,538.63728,541.42489,440.35709,360.54739,199.10534
67.75521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.97497,332.37252,339.11427,388.6291,538.18852,702.18562,817.06619,634.95949,457.60434
58.60977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.34377,480.41974,980.0551,1331.47896,1374.31932,1354.26314,1362.08444,1281.64352,869.83952
205.99543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8884,390.15049,799.72682,1031.32995,1164.06926,1159.31992,723.59806,471.12767,364.74278
112.80969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.24545,656.71134,1135.35174,1213.04681,1253.37073,1246.2134,1199.83564,943.01403,790.68109
202.69604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.30544,648.94191,1254.56082,1404.21405,1390.45058,1366.52994,1321.18866,1223.85575,939.69725
240.58005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.51151,731.37361,1229.68005,1357.00048,1362.36578,1259.87313,1055.16313,974.3757,651.47895
158.4143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.68564,720.69059,1249.40481,1403.39778,1358.22703,1165.55132,1287.89277,1338.70366,967.99114
248.23847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.41051,581.93305,996.70492,1099.87866,826.58196,748.54875,728.09035,767.17371,412.07618
41.40965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.80477,443.11023,849.55077,1188.84359,1189.8459,1244.44392,1084.44993,1105.45245,815.54288
244.9964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.62834,332.18741,728.07664,872.84237,871.58235,761.5394,648.31416,907.86042,464.36124
130.06054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.39576,195.91937,596.46662,836.28829,834.29864,675.31692,449.17814,249.87005,121.61061
51.65041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83907,52.18094,200.64577,280.98744,420.64874,598.18185,466.28329,335.29607,200.34366
28.08927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.35021,327.23612,663.62132,1101.97565,1338.45049,1157.59057,1201.54621,1257.76504,961.71151
263.31816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.26359,295.64443,960.50693,1124.35795,1388.17651,1327.52949,1020.87411,1193.52082,969.63648
269.42738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.68626,288.75326,778.50027,841.10192,1110.61096,1224.08446,1229.87441,1157.17336,848.32825
271.60577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.90918,383.15535,788.5122,930.6907,1075.11566,1131.80311,1105.40833,1049.88058,609.31088
242.21133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.89724,563.38616,1192.86295,1320.45235,1184.47705,1241.1377,1325.42047,1305.98925,894.75067
