x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
85.55274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.92986,706.341,1189.43264,1308.07089,1310.8555,1307.46963,1274.16458,1063.43598,586.78887
108.56225,24.13368,24.6112,24.62513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.44269,584.81578,1046.75931,1056.97365,868.29614,739.92987,774.4051,702.45204,354.62177
31.19561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.56004,187.37188,457.62547,758.00885,1006.57477,1017.34231,1065.2704,994.17571,629.824
126.29097,7.19152,7.37132,7.38391,7.39145,7.38581,7.3886,7.38085,7.36877,7.38172,7.37825,7.3753,7.38144,7.3931,7.24182,98.50305,619.34294,1059.9422,1017.48259,952.14685,871.07957,765.2183,436.27359,255.71721
46.68276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.49364,386.12043,883.89406,1199.17403,1312.30797,1239.86395,1082.98836,946.40976,524.23112
73.45961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.96359,575.66301,984.83763,956.33999,1042.66366,1093.84076,737.17703,618.99007,545.51508
165.83863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.73735,230.40294,619.73875,668.84541,1055.40228,943.71976,938.77592,1047.93242,793.64344
184.19108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.78968,438.68901,832.34619,1236.25363,1286.00672,1315.15369,1328.0803,1233.90824,818.00154
181.15797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96018,88.82382,360.17621,566.08103,783.60808,944.86888,1133.14589,1008.95631,708.29493
154.2685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.43443,533.50813,1042.86071,1200.90835,1301.72141,1334.16939,1335.72276,1172.83634,671.17408
199.10061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.55213,621.12098,1078.93377,1236.2731,1317.84803,1323.30604,1316.10758,1175.43419,764.88461
229.27777,10.50934,10.05397,10.05009,10.0671,10.04054,10.04895,7.30605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.96908,480.39028,724.24021,573.9599,761.33859,579.63896,473.90472,397.10896,586.79211
171.85012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.25079,451.35782,927.74491,1147.15955,1265.90502,1311.73074,1293.00124,1166.45799,832.93623
164.26255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.89689,638.92495,1075.75126,1281.70714,1312.37961,1293.01911,1310.69445,1229.62711,889.15347
307.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.75821,678.85975,1162.39006,1329.36838,1366.30413,1364.73436,1354.47115,1229.02335,863.74333
282.01493,10.84953,8.11148,8.11329,8.11917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.34353,664.49917,1142.24776,1276.07457,1310.6414,1318.1122,1315.17243,1246.26813,937.3614
260.58192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.1037,732.41975,1208.89062,1296.04946,1308.53309,1306.34351,1286.25392,1209.61708,901.30512
259.39568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.02293,692.82098,1176.10436,1292.61388,1316.93502,1315.96433,1305.00175,1217.52041,831.3917
221.76463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.28675,449.22239,855.00309,974.73434,795.82313,928.37272,1018.86296,893.75244,798.62175
249.74143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.5061,731.44055,1215.24062,1328.82292,1351.59074,1358.44842,1350.8677,1295.63321,1010.08529
296.42115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.57111,790.7124,1196.77135,1330.41512,1331.99876,1331.79426,1334.72192,1300.98468,1034.26032
324.0327,1.82005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.27296,276.62861,445.97744,644.88208,744.8957,601.78562,650.33964,728.53072,627.98378
291.15169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.27817,232.97513,415.65797,576.32162,775.62202,841.97666,804.42167,775.67385,573.83094
211.17566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.43311,450.51774,983.17654,1237.6077,1232.48293,1237.75311,1097.78328,570.65977,257.69786
83.76286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.51399,355.5092,641.90854,814.9236,880.33473,915.66647,682.84383,400.8429,403.89475
189.48724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.85246,650.20056,1135.39387,1319.29524,1396.59294,1393.38842,1387.91856,1280.53267,887.62584
310.56262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.29402,151.46527,224.74401,305.01714,334.31375,415.02016,529.59436,419.69748,325.8248
68.2386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.70099,147.3599,216.71381,241.07887,297.28188,282.8677,192.9907,109.89184,37.34157
0.3929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.3837,341.6397,749.06519,1035.85147,1058.74517,1071.694,848.03985,731.89574,631.45776
274.03354,0.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.22421,861.41873,1284.7672,1380.26085,1343.72547,1327.49702,1332.24148,1271.85112,1027.47125
431.81572,7.86184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.9273,637.42632,1054.51264,1143.25613,1146.68251,1104.66172,937.88069,864.63033,471.90531
